corridor_name,MainDTN,NFCh30m,NSCh2pD,TotCha,ChEBM,ChERM,ChE30,MDTN_B,MDTN_R,trucks_per_fast_charger,trucks_per_slow_charger,total_trucks_per_charger,fast_slow_ratio,fast_charger_percent,energy_per_fast_charger,energy_per_slow_charger,energy_per_truck,recommended_fast_chargers,fast_charger_deficit,charger_need_score
Inlandsvägen Route (Västra Götaland County),1.06,1.0,1.0,2.0,0.2,0.25,0.45,0.47,0.58,0.47,0.58,0.53,1.0,50.0,0.2,0.25,0.42452830188679247,1.0,0,0.00807244858904312
Αθήνα - Πάτρα Highway Corridor (Municipal Unit of Loutraki - Perachora),0.52,1.0,1.0,2.0,0.29,0.06,0.35,0.43,0.09,0.43,0.09,0.26,1.0,50.0,0.29,0.06,0.673076923076923,1.0,0,0.008058593817307802
Motorway Autoestrada do Norte Corridor (Vila Nova de Poiares),0.59,1.0,1.0,2.0,0.27,0.09,0.37,0.44,0.15,0.44,0.15,0.295,1.0,50.0,0.27,0.09,0.6271186440677966,1.0,0,0.008058050411155752
Motorway Autovía del Sur Corridor (Villacañas),0.47,1.0,1.0,2.0,0.25,0.01,0.27,0.45,0.02,0.45,0.02,0.235,1.0,50.0,0.25,0.01,0.574468085106383,1.0,0,0.007988707555399297
Motorway Autovía del Camino de Santiago / Donejakue Bidearen autobia Corridor (Guesálaz),0.5,1.0,1.0,2.0,0.28,0.04,0.32,0.43,0.06,0.43,0.06,0.25,1.0,50.0,0.28,0.04,0.64,1.0,0,0.007973233551076415
DN66 Route (Hobița),0.66,1.0,1.0,2.0,0.26,0.15,0.41,0.43,0.23,0.43,0.23,0.33,1.0,50.0,0.26,0.15,0.6212121212121211,1.0,0,0.007874933491881432
B 20 Route (Gutendorf),0.43,1.0,0.0,1.0,0.27,0.0,0.27,0.43,0.0,0.43,,0.43,,100.0,0.27,,0.627906976744186,1.0,0,0.007869768166528079
Motorway M6 Corridor (Westmorland and Furness),0.47,1.0,1.0,2.0,0.28,0.04,0.32,0.42,0.05,0.42,0.05,0.235,1.0,50.0,0.28,0.04,0.6808510638297873,1.0,0,0.007832024614072806
9 Corridor (Unknown Area),0.53,1.0,1.0,2.0,0.27,0.07,0.34,0.42,0.11,0.42,0.11,0.265,1.0,50.0,0.27,0.07,0.6415094339622641,1.0,0,0.007775632537148535
Motorway Autostrada Adriatica Corridor (Mottola),0.54,1.0,1.0,2.0,0.3,0.1,0.41,0.4,0.14,0.4,0.14,0.27,1.0,50.0,0.3,0.1,0.7592592592592592,1.0,0,0.007752916485498874
D237 Corridor (Dubrovnik-Neretva County),4.51,1.0,3.0,4.0,0.19,1.67,1.86,0.35,4.16,0.35,1.3866666666666667,1.1275,0.3333333333333333,25.0,0.19,0.5566666666666666,0.41241685144124174,1.0,0,0.007679433141846667
Motorway E 18;E 20 Corridor (Västmanland County),15.38,1.0,8.0,9.0,0.06,9.21,9.27,0.12,15.27,0.12,1.90875,1.708888888888889,0.125,11.11111111111111,0.06,1.15125,0.6027308192457737,1.0,0,0.00760199409988219
М-14 Route (Миролюбове),0.75,1.0,1.0,2.0,0.17,0.11,0.28,0.46,0.29,0.46,0.29,0.375,1.0,50.0,0.17,0.11,0.37333333333333335,1.0,0,0.007595496332750775
М5 Route (Gubithsky Selsovet),0.46,1.0,0.0,1.0,0.18,0.0,0.18,0.46,0.0,0.46,,0.46,,100.0,0.18,,0.3913043478260869,1.0,0,0.007568604865417084
Motorway Autovía del Mediterráneo Corridor (Felix),0.39,1.0,0.0,1.0,0.3,0.0,0.3,0.39,0.0,0.39,,0.39,,100.0,0.3,,0.7692307692307692,1.0,0,0.00756825526453459
Motorway Autovía de Sierra Nevada-Costa Tropical Corridor (Lupión),0.48,1.0,1.0,2.0,0.25,0.05,0.3,0.41,0.07,0.41,0.07,0.24,1.0,50.0,0.25,0.05,0.625,1.0,0,0.007470945115008931
М-17 Route (Babenkivka Persha),1.01,1.0,1.0,2.0,0.17,0.22,0.39,0.44,0.57,0.44,0.57,0.505,1.0,50.0,0.17,0.22,0.38613861386138615,1.0,0,0.007428951215972027
Șoseaua Națională Route (Constanța),0.4,1.0,0.0,1.0,0.26,0.0,0.26,0.4,0.0,0.4,,0.4,,100.0,0.26,,0.65,1.0,0,0.007389749278592983
Strada Brașovului Route (Argeș),0.45,1.0,1.0,2.0,0.27,0.04,0.31,0.39,0.06,0.39,0.06,0.225,1.0,50.0,0.27,0.04,0.6888888888888889,1.0,0,0.007355626749801102
Innlandsveien Route (Troms),0.58,1.0,1.0,2.0,0.26,0.13,0.39,0.39,0.2,0.39,0.2,0.29,1.0,50.0,0.26,0.13,0.6724137931034484,1.0,0,0.007324581838520557
4 Corridor (Malinovo),0.7,1.0,1.0,2.0,0.25,0.21,0.47,0.39,0.31,0.39,0.31,0.35,1.0,50.0,0.25,0.21,0.6714285714285715,1.0,0,0.007289915903576624
Motorway Autovía Jerez-Los Barrios Corridor (Alcalá de los Gazules),0.93,1.0,1.0,2.0,0.23,0.33,0.55,0.39,0.54,0.39,0.54,0.465,1.0,50.0,0.23,0.33,0.5913978494623656,1.0,0,0.007216963010025368
Rīga — Ventspils Route (Babītes pagasts),0.41,1.0,0.0,1.0,0.22,0.0,0.22,0.41,0.0,0.41,,0.41,,100.0,0.22,,0.5365853658536586,1.0,0,0.007211243292651375
Tallinn — Narva Route (Harju County),0.71,1.0,1.0,2.0,0.25,0.23,0.47,0.38,0.34,0.38,0.34,0.355,1.0,50.0,0.25,0.23,0.6619718309859155,1.0,0,0.007163191061226575
Motorway Autopista de la Mediterrània Corridor (Deltebre),0.67,1.0,1.0,2.0,0.24,0.15,0.39,0.38,0.28,0.38,0.28,0.335,1.0,50.0,0.24,0.15,0.582089552238806,1.0,0,0.007070588747668407
Via Carpatia im. Prezydenta RP Lecha Kaczyńskiego Highway Corridor (Zielonka),1.24,1.0,1.0,2.0,0.18,0.35,0.52,0.4,0.84,0.4,0.84,0.62,1.0,50.0,0.18,0.35,0.41935483870967744,1.0,0,0.007068969515080841
Kolmostie Route (Ikaalinen),0.41,1.0,1.0,2.0,0.25,0.02,0.26,0.38,0.02,0.38,0.02,0.205,1.0,50.0,0.25,0.02,0.6341463414634146,1.0,0,0.0070545603513248855
16 Corridor (Kameňany),0.97,1.0,1.0,2.0,0.24,0.46,0.7,0.37,0.6,0.37,0.6,0.485,1.0,50.0,0.24,0.46,0.7216494845360825,1.0,0,0.007048873591556657
Motorway E 20 Corridor (Örebro County),1.08,1.0,1.0,2.0,0.08,0.25,0.33,0.46,0.62,0.46,0.62,0.54,1.0,50.0,0.08,0.25,0.3055555555555555,1.0,0,0.007011926143501153
Ломоносова вулиця Route (Zaporizhia Oblast),1.54,1.0,1.0,2.0,0.15,0.44,0.59,0.4,1.15,0.4,1.15,0.77,1.0,50.0,0.15,0.44,0.3831168831168831,1.0,0,0.006943245568268704
Grindafjordvegen Route (Sagbakken),0.5,1.0,1.0,2.0,0.24,0.08,0.32,0.37,0.13,0.37,0.13,0.25,1.0,50.0,0.24,0.08,0.64,1.0,0,0.006878685479377344
Автомагистрала Хемус Highway Corridor (Svode),1.4,1.0,1.0,2.0,0.23,0.66,0.89,0.35,1.06,0.35,1.06,0.7,1.0,50.0,0.23,0.66,0.6357142857142858,1.0,0,0.006865767658150924
Motorway A 23 Corridor (Haseldorf),0.74,1.0,1.0,2.0,0.19,0.19,0.38,0.39,0.36,0.39,0.36,0.37,1.0,50.0,0.19,0.19,0.5135135135135135,1.0,0,0.006835690684802529
Rīga — Ventspils Route (Valdgales pagasts),3.37,1.0,2.0,3.0,0.2,1.97,2.17,0.31,3.06,0.31,1.53,1.1233333333333333,0.5,33.333333333333336,0.2,0.985,0.6439169139465875,1.0,0,0.006823371199071101
Motorway A 66 Corridor (Roßbach),1.34,1.0,1.0,2.0,0.2,0.49,0.68,0.36,0.98,0.36,0.98,0.67,1.0,50.0,0.2,0.49,0.5074626865671642,1.0,0,0.006740032725470199
Київська вулиця Route (Marianivka),3.38,1.0,2.0,3.0,0.13,1.18,1.31,0.34,3.04,0.34,1.52,1.1266666666666667,0.5,33.333333333333336,0.13,0.59,0.38757396449704146,1.0,0,0.006671202288442544
Motorway E 6 Corridor (Blaker),4.0,1.0,2.0,3.0,0.26,2.24,2.51,0.24,3.76,0.24,1.88,1.3333333333333333,0.5,33.333333333333336,0.26,1.12,0.6275,1.0,0,0.006607783941198228
Motorway Autostrada Palermo-Catania Corridor (Enna),0.84,1.0,1.0,2.0,0.22,0.31,0.53,0.35,0.49,0.35,0.49,0.42,1.0,50.0,0.22,0.31,0.630952380952381,1.0,0,0.006584872114096495
Tampereentie Route (Ypäjä),0.69,1.0,1.0,2.0,0.22,0.23,0.45,0.35,0.35,0.35,0.35,0.345,1.0,50.0,0.22,0.23,0.6521739130434784,1.0,0,0.00653055675914565
Motorway E 20 Corridor (Västra Götaland County),0.44,1.0,0.0,1.0,0.08,0.0,0.08,0.44,0.0,0.44,,0.44,,100.0,0.08,,0.18181818181818182,1.0,0,0.0065194888970173375
Varianta de ocolire a Municipiului Lugoj Route (Jupani),0.8,1.0,1.0,2.0,0.23,0.26,0.48,0.34,0.46,0.34,0.46,0.4,1.0,50.0,0.23,0.26,0.6,1.0,0,0.006518160372334107
Ura e Bahçallekut Corridor (Ana e Malit),0.37,1.0,0.0,1.0,0.19,0.0,0.19,0.37,0.0,0.37,,0.37,,100.0,0.19,,0.5135135135135135,1.0,0,0.006441021077230234
Motorway Autoroute du Val de Durance Corridor (Forcalquier),1.08,1.0,1.0,2.0,0.22,0.5,0.72,0.33,0.74,0.33,0.74,0.54,1.0,50.0,0.22,0.5,0.6666666666666666,1.0,0,0.006411084949990969
Käsivarrentie Route (Enontekiö),0.78,2.0,1.0,3.0,0.45,0.08,0.53,0.67,0.11,0.335,0.11,0.26,2.0,66.66666666666667,0.225,0.08,0.6794871794871795,1.0,0,0.006406686282548304
Strada Eugen A. Pora Route (Petecu),0.33,1.0,0.0,1.0,0.24,0.0,0.24,0.33,0.0,0.33,,0.33,,100.0,0.24,,0.7272727272727272,1.0,0,0.0062957446130459645
Kvænangsveien Route (Troms),0.7,1.0,1.0,2.0,0.22,0.26,0.48,0.33,0.37,0.33,0.37,0.35,1.0,50.0,0.22,0.26,0.6857142857142857,1.0,0,0.006273486050782163
Gwibffordd Gogledd Cymru / North Wales Expressway Route (Isle of Anglesey),0.54,1.0,1.0,2.0,0.21,0.12,0.34,0.34,0.2,0.34,0.2,0.27,1.0,50.0,0.21,0.12,0.6296296296296297,1.0,0,0.006267777319276758
Motorway Autovía del Sur Corridor (Córdoba),1.1,1.0,1.0,2.0,0.18,0.41,0.59,0.34,0.77,0.34,0.77,0.55,1.0,50.0,0.18,0.41,0.5363636363636363,1.0,0,0.006236199987712751
Motorway A 85 Corridor (Mur-de-Sologne),0.33,1.0,0.0,1.0,0.22,0.0,0.22,0.33,0.0,0.33,,0.33,,100.0,0.22,,0.6666666666666666,1.0,0,0.006139508175236746
Motorway Autovía de Sevilla a Almería por Granada Corridor (Jérez del Marquesado),1.06,1.0,1.0,2.0,0.19,0.44,0.63,0.32,0.74,0.32,0.74,0.53,1.0,50.0,0.19,0.44,0.5943396226415094,1.0,0,0.006039142379936924
Doktor Ibrahim Rugova Highway Corridor (Zhur),0.44,1.0,1.0,2.0,0.2,0.04,0.25,0.33,0.11,0.33,0.11,0.22,1.0,50.0,0.2,0.04,0.5681818181818182,1.0,0,0.006023102997724815
DN19 Route (Pișcari),1.05,1.0,1.0,2.0,0.17,0.37,0.54,0.33,0.72,0.33,0.72,0.525,1.0,50.0,0.17,0.37,0.5142857142857143,1.0,0,0.0060096307844777555
Motorway M6 Corridor (Borough of Wyre),0.72,1.0,1.0,2.0,0.2,0.29,0.49,0.32,0.41,0.32,0.41,0.36,1.0,50.0,0.2,0.29,0.6805555555555556,1.0,0,0.005994145794286285
вулиця Нове Шосе Route (Huta-Mezhyhirska),0.5,1.0,1.0,2.0,0.14,0.05,0.19,0.36,0.14,0.36,0.14,0.25,1.0,50.0,0.14,0.05,0.38,1.0,0,0.005967157424317815
6 Corridor (Pazardzhik),1.14,1.0,1.0,2.0,0.19,0.52,0.71,0.31,0.82,0.31,0.82,0.57,1.0,50.0,0.19,0.52,0.6228070175438597,1.0,0,0.005937764703230602
Vesteng bru Highway Corridor (Svinndal),2.34,1.0,2.0,3.0,0.18,1.29,1.47,0.28,2.06,0.28,1.03,0.7799999999999999,0.5,33.333333333333336,0.18,0.645,0.6282051282051282,1.0,0,0.005903131725892433
Motorway A 7 Corridor (Nettelsee),0.48,1.0,1.0,2.0,0.18,0.08,0.25,0.33,0.16,0.33,0.16,0.24,1.0,50.0,0.18,0.08,0.5208333333333334,1.0,0,0.005881350654569155
A2 Route (German),0.61,1.0,1.0,2.0,0.19,0.17,0.36,0.32,0.29,0.32,0.29,0.305,1.0,50.0,0.19,0.17,0.5901639344262295,1.0,0,0.00587619631508439
Ukmergės g. Highway Corridor (Vilnius),6.56,1.0,4.0,5.0,0.09,3.29,3.38,0.21,6.34,0.21,1.585,1.3119999999999998,0.25,20.0,0.09,0.8225,0.5152439024390244,1.0,0,0.005815718679607305
Motorway A7 Corridor (Heemskerk),0.93,1.0,1.0,2.0,0.23,0.37,0.6,0.28,0.65,0.28,0.65,0.465,1.0,50.0,0.23,0.37,0.6451612903225806,1.0,0,0.005783158483877538
М8 Route (Абідавіцкі сельскі Савет),2.58,1.0,2.0,3.0,0.12,0.93,1.05,0.3,2.29,0.3,1.145,0.86,0.5,33.333333333333336,0.12,0.465,0.4069767441860465,1.0,0,0.005782018712413008
Jyväskyläntie Route (Siikalatva),1.01,1.0,1.0,2.0,0.2,0.51,0.7,0.29,0.73,0.29,0.73,0.505,1.0,50.0,0.2,0.51,0.693069306930693,1.0,0,0.0057081178824842675
М1 Highway Corridor (Курганскі сельскі Савет),6.18,1.0,3.0,4.0,0.11,3.75,3.86,0.2,5.99,0.2,1.9966666666666668,1.545,0.3333333333333333,25.0,0.11,1.25,0.6245954692556634,1.0,0,0.005704010352194279
DN2A Route (Ovidiu),0.31,1.0,0.0,1.0,0.19,0.0,0.19,0.31,0.0,0.31,,0.31,,100.0,0.19,,0.6129032258064516,1.0,0,0.005637219739169262
Șoseaua Constanța Route (Mangalia),0.38,1.0,1.0,2.0,0.2,0.05,0.25,0.3,0.08,0.3,0.08,0.19,1.0,50.0,0.2,0.05,0.6578947368421053,1.0,0,0.005610339257704159
Моравски коридор Highway Corridor (Veliko Golovode),0.45,1.0,1.0,2.0,0.13,0.04,0.17,0.34,0.11,0.34,0.11,0.225,1.0,50.0,0.13,0.04,0.37777777777777777,1.0,0,0.00561024235506938
Motorway M30 Corridor (Gadna),1.32,1.0,1.0,2.0,0.18,0.68,0.87,0.28,1.04,0.28,1.04,0.66,1.0,50.0,0.18,0.68,0.6590909090909091,1.0,0,0.005533787312226689
M-I 114 Corridor (Kadica Brdo),0.56,1.0,1.0,2.0,0.18,0.15,0.33,0.3,0.26,0.3,0.26,0.28,1.0,50.0,0.18,0.15,0.5892857142857143,1.0,0,0.005519281245835954
Motorway Autovía de Toledo Corridor (Toledo),0.53,1.0,1.0,2.0,0.18,0.12,0.3,0.3,0.23,0.3,0.23,0.265,1.0,50.0,0.18,0.12,0.5660377358490566,1.0,0,0.005508418174845786
363 Corridor (Malå sameby),0.52,1.0,1.0,2.0,0.13,0.08,0.21,0.33,0.19,0.33,0.19,0.26,1.0,50.0,0.13,0.08,0.4038461538461538,1.0,0,0.0055052436546996686
Автомагистрала Хемус Highway Corridor (Koniovets),0.57,1.0,1.0,2.0,0.17,0.18,0.35,0.3,0.27,0.3,0.27,0.285,1.0,50.0,0.17,0.18,0.6140350877192983,1.0,0,0.005444784050594734
2;49 Corridor (Osenets),0.48,1.0,1.0,2.0,0.19,0.12,0.31,0.29,0.18,0.29,0.18,0.24,1.0,50.0,0.19,0.12,0.6458333333333334,1.0,0,0.005438085409420007
28 Corridor (Bajina Basta Municipality),2.07,1.0,1.0,2.0,0.13,1.12,1.25,0.28,1.78,0.28,1.78,1.035,1.0,50.0,0.13,1.12,0.6038647342995169,1.0,0,0.005414772992457868
Motorway Autovía del Mediterráneo Corridor (Unknown Area),0.94,3.0,1.0,4.0,0.44999999999999996,0.03,0.48,0.8899999999999999,0.05,0.29666666666666663,0.05,0.235,3.0,75.0,0.15,0.03,0.5106382978723404,1.0,0,0.005379076866326453
Motorway Autopista del Noroeste Corridor (Real Sitio de San Ildefonso),14.59,1.0,8.0,9.0,0.0,8.72,8.72,0.0,14.59,0.0,1.82375,1.6211111111111112,0.125,11.11111111111111,0.0,1.09,0.5976696367374915,0.0,0,0.005283073524885485
Andavegen Route (Vestland),0.3,1.0,0.0,1.0,0.15,0.0,0.15,0.3,0.0,0.3,,0.3,,100.0,0.15,,0.5,1.0,0,0.005190779973873996
М-18 Route (Dnipropetrovsk Oblast),0.53,1.0,1.0,2.0,0.12,0.09,0.21,0.31,0.22,0.31,0.22,0.265,1.0,50.0,0.12,0.09,0.3962264150943396,1.0,0,0.005170054727431571
Motorway Autoestrada do Interior Norte Corridor (Vila Pouca de Aguiar),1.44,1.0,1.0,2.0,0.16,0.72,0.88,0.26,1.18,0.26,1.18,0.72,1.0,50.0,0.16,0.72,0.6111111111111112,1.0,0,0.005160311426351268
Pyhäntie Corridor (Kemijärvi),0.38,1.0,1.0,2.0,0.19,0.07,0.26,0.27,0.11,0.27,0.11,0.19,1.0,50.0,0.19,0.07,0.6842105263157895,1.0,0,0.005141183440759233
Chișinău-Leușeni Route (Unknown Area),1.01,1.0,1.0,2.0,0.16,0.49,0.65,0.27,0.74,0.27,0.74,0.505,1.0,50.0,0.16,0.49,0.6435643564356436,1.0,0,0.005134953274838953
M 110;M-17 Corridor (Kotlanice),0.36,1.0,1.0,2.0,0.14,0.03,0.18,0.3,0.06,0.3,0.06,0.18,1.0,50.0,0.14,0.03,0.5,1.0,0,0.005134387896949725
L'Arverne Highway Corridor (Saint-Baudel),0.97,1.0,1.0,2.0,0.17,0.48,0.66,0.26,0.71,0.26,0.71,0.485,1.0,50.0,0.17,0.48,0.6804123711340206,1.0,0,0.005068241533076565
М-03 Route (Krasnosulinsky District),0.59,1.0,1.0,2.0,0.12,0.11,0.23,0.3,0.29,0.3,0.29,0.295,1.0,50.0,0.12,0.11,0.3898305084745763,1.0,0,0.005061435003398469
Helsinki-Tampere valtatie Highway Corridor (Janakkalan kirkonkylä),0.83,1.0,1.0,2.0,0.15,0.34,0.5,0.27,0.56,0.27,0.56,0.415,1.0,50.0,0.15,0.34,0.6024096385542169,1.0,0,0.004991656629993331
Strada statale Strada degli Scrittori Corridor (Palma di Montechiaro),0.26,1.0,0.0,1.0,0.18,0.0,0.18,0.26,0.0,0.26,,0.26,,100.0,0.18,,0.6923076923076923,1.0,0,0.0048892670718805094
Motorway A1 Corridor (Skerdynai),2.42,1.0,2.0,3.0,0.11,1.26,1.37,0.24,2.18,0.24,1.09,0.8066666666666666,0.5,33.333333333333336,0.11,0.63,0.566115702479339,1.0,0,0.00486388891881353
Motorway Autovía de la Costa de la Luz Corridor (Vejer de la Frontera),2.36,1.0,2.0,3.0,0.14,1.05,1.18,0.22,2.13,0.22,1.065,0.7866666666666666,0.5,33.333333333333336,0.14,0.525,0.5,1.0,0,0.004815825701520142
Motorway M3 Corridor (Winchester),0.4,1.0,1.0,2.0,0.18,0.1,0.28,0.25,0.15,0.25,0.15,0.2,1.0,50.0,0.18,0.1,0.7000000000000001,1.0,0,0.004809615537154525
М-30 Route (Petropavlivka),0.81,1.0,1.0,2.0,0.11,0.2,0.31,0.28,0.53,0.28,0.53,0.405,1.0,50.0,0.11,0.2,0.38271604938271603,1.0,0,0.0048022875730615545
Edineț-Otaci Route (Rediul Mare),0.34,1.0,1.0,2.0,0.11,0.02,0.13,0.29,0.05,0.29,0.05,0.17,1.0,50.0,0.11,0.02,0.38235294117647056,1.0,0,0.0047624453268956795
A14 Route (East Suffolk),0.25,1.0,0.0,1.0,0.18,0.0,0.18,0.25,0.0,0.25,,0.25,,100.0,0.18,,0.72,1.0,0,0.00475530018220368
Motorway Autostrada della Cisa Corridor (Calestano),0.86,1.0,1.0,2.0,0.2,0.75,0.95,0.22,0.64,0.22,0.64,0.43,1.0,50.0,0.2,0.75,1.1046511627906976,1.0,0,0.00474138146543935
DN1C Route (Șomcuta Mare),0.27,1.0,0.0,1.0,0.13,0.0,0.13,0.27,0.0,0.27,,0.27,,100.0,0.13,,0.48148148148148145,1.0,0,0.004632642867034293
М-14 Route (Bohdanivka),0.84,1.0,1.0,2.0,0.1,0.22,0.33,0.27,0.57,0.27,0.57,0.42,1.0,50.0,0.1,0.22,0.3928571428571429,1.0,0,0.004604686559133675
М8 Route (Следзюкоўскі сельскі Савет),0.62,1.0,1.0,2.0,0.11,0.14,0.25,0.27,0.35,0.27,0.35,0.31,1.0,50.0,0.11,0.14,0.40322580645161293,1.0,0,0.0046031422574437115
A13 Route (Maltas pagasts),0.45,1.0,1.0,2.0,0.13,0.1,0.24,0.26,0.19,0.26,0.19,0.225,1.0,50.0,0.13,0.1,0.5333333333333333,1.0,0,0.004567475426961867
Милош Велики Highway Corridor (Obrenovac Urban Municipality),0.94,1.0,1.0,2.0,0.1,0.26,0.36,0.26,0.68,0.26,0.68,0.47,1.0,50.0,0.1,0.26,0.3829787234042553,1.0,0,0.0045105509297541325
Motorway A 8 Corridor (Vinningen),0.22,1.0,0.0,1.0,0.19,0.0,0.19,0.22,0.0,0.22,,0.22,,100.0,0.19,,0.8636363636363636,1.0,0,0.004431517732077803
Motorway M3 Corridor (Hart),0.45,1.0,1.0,2.0,0.16,0.14,0.3,0.23,0.22,0.23,0.22,0.225,1.0,50.0,0.16,0.14,0.6666666666666666,1.0,0,0.004410792485635377
A2 Route (Võru County),0.23,1.0,0.0,1.0,0.17,0.0,0.17,0.23,0.0,0.23,,0.23,,100.0,0.17,,0.7391304347826088,1.0,0,0.004409248183945414
Motorway Autoroute La Hennuyère Corridor (Wodecq),0.24,1.0,0.0,1.0,0.15,0.0,0.15,0.24,0.0,0.24,,0.24,,100.0,0.15,,0.625,1.0,0,0.004386978635813024
Motorway Autopista de la Mediterrània Corridor (Tivissa),3.26,1.0,2.0,3.0,0.11,1.87,1.98,0.18,3.08,0.18,1.54,1.0866666666666667,0.5,33.333333333333336,0.11,0.935,0.6073619631901841,1.0,0,0.004385979710457625
Motorway Autovía del Sur Corridor (El Carpio),1.25,1.0,1.0,2.0,0.13,0.6,0.73,0.22,1.03,0.22,1.03,0.625,1.0,50.0,0.13,0.6,0.584,1.0,0,0.0043357738559792825
Motorway A 28 Corridor (Varel),0.42,1.0,1.0,2.0,0.13,0.09,0.22,0.24,0.18,0.24,0.18,0.21,1.0,50.0,0.13,0.09,0.5238095238095238,1.0,0,0.004295920623944819
M-1 Corridor (Kunje),0.25,1.0,0.0,1.0,0.12,0.0,0.12,0.25,0.0,0.25,,0.25,,100.0,0.12,,0.48,1.0,0,0.004286590868776026
Ungheni-Chișinău Route (Bularda),1.15,1.0,1.0,2.0,0.11,0.47,0.59,0.23,0.93,0.23,0.93,0.575,1.0,50.0,0.11,0.47,0.5130434782608696,1.0,0,0.004273673047549607
DN59 Route (Socica),9.51,1.0,5.0,6.0,0.02,3.56,3.58,0.05,9.46,0.05,1.8920000000000001,1.585,0.2,16.666666666666668,0.02,0.712,0.3764458464773922,1.0,0,0.004251559271759962
38К-017 Route (Rylsky District),0.58,1.0,1.0,2.0,0.1,0.13,0.23,0.25,0.33,0.25,0.33,0.29,1.0,50.0,0.1,0.13,0.3965517241379311,1.0,0,0.0042498482118586665
Motorway M4 Corridor (Three Crosses),0.6,1.0,1.0,2.0,0.16,0.28,0.44,0.21,0.39,0.21,0.39,0.3,1.0,50.0,0.16,0.28,0.7333333333333334,1.0,0,0.004204416108559343
Gwibffordd Gogledd Cymru / North Wales Expressway Route (Conwy),0.66,1.0,1.0,2.0,0.14,0.28,0.43,0.22,0.44,0.22,0.44,0.33,1.0,50.0,0.14,0.28,0.6515151515151515,1.0,0,0.0042002516787439026
3;9 Highway Corridor (Vesilahti),0.34,1.0,1.0,2.0,0.15,0.08,0.22,0.22,0.12,0.22,0.12,0.17,1.0,50.0,0.15,0.08,0.6470588235294117,1.0,0,0.004162497140420043
Motorway Autovía de Alicante Corridor (Albacete),0.24,1.0,0.0,1.0,0.12,0.0,0.12,0.24,0.0,0.24,,0.24,,100.0,0.12,,0.5,1.0,0,0.004152623979099197
E 4 Route (Sidensjö District),0.25,1.0,0.0,1.0,0.1,0.0,0.1,0.25,0.0,0.25,,0.25,,100.0,0.1,,0.4,1.0,0,0.004130354430966808
3;9 Highway Corridor (Kangasala),0.36,1.0,1.0,2.0,0.14,0.09,0.23,0.22,0.14,0.22,0.14,0.18,1.0,50.0,0.14,0.09,0.638888888888889,1.0,0,0.004091620968842214
Motorway Autostrada Catania-Siracusa Corridor (Melilli),1.07,1.0,1.0,2.0,0.13,0.57,0.7,0.2,0.88,0.2,0.88,0.535,1.0,50.0,0.13,0.57,0.6542056074766355,1.0,0,0.00400990369801139
Rīga — Ventspils Route (Cēres pagasts),3.48,1.0,2.0,3.0,0.09,1.97,2.06,0.15,3.33,0.15,1.665,1.16,0.5,33.333333333333336,0.09,0.985,0.5919540229885057,1.0,0,0.0039183681952026615
London Road Route (Maldon),0.81,1.0,1.0,2.0,0.13,0.36,0.49,0.2,0.6,0.2,0.6,0.405,1.0,50.0,0.13,0.36,0.6049382716049382,1.0,0,0.0039157570827632595
Автомагистрала Тракия Highway Corridor (Burgas),0.21,1.0,0.0,1.0,0.14,0.0,0.14,0.21,0.0,0.21,,0.21,,100.0,0.14,,0.6666666666666667,1.0,0,0.0039069597478779295
Motorway M54 Corridor (Cherrington),0.21,1.0,0.0,1.0,0.14,0.0,0.14,0.21,0.0,0.21,,0.21,,100.0,0.14,,0.6666666666666667,1.0,0,0.0039069597478779295
9 Route (General Kantardjievo),2.58,1.0,2.0,3.0,0.11,1.52,1.62,0.16,2.41,0.16,1.205,0.86,0.5,33.333333333333336,0.11,0.76,0.627906976744186,1.0,0,0.0038790583693202514
Strada Revoluției Route (Fülöp),0.52,1.0,1.0,2.0,0.12,0.18,0.3,0.21,0.31,0.21,0.31,0.26,1.0,50.0,0.12,0.18,0.5769230769230769,1.0,0,0.00386297504363379
Motorway A7 Corridor (Beets),0.99,1.0,1.0,2.0,0.11,0.44,0.55,0.2,0.79,0.2,0.79,0.495,1.0,50.0,0.11,0.44,0.5555555555555556,1.0,0,0.0038246990708950554
DN73 Route (Stâlpeni),0.26,1.0,1.0,2.0,0.14,0.04,0.18,0.2,0.06,0.2,0.06,0.13,1.0,50.0,0.14,0.04,0.6923076923076923,1.0,0,0.0037947190001814384
Motorway Autostrada Messina-Palermo Corridor (Castroreale),1.37,1.0,1.0,2.0,0.12,0.77,0.89,0.18,1.19,0.18,1.19,0.685,1.0,50.0,0.12,0.77,0.6496350364963503,1.0,0,0.0037797244569815923
360 Corridor (Västerbotten County),0.91,1.0,1.0,2.0,0.09,0.3,0.39,0.21,0.7,0.21,0.7,0.455,1.0,50.0,0.09,0.3,0.42857142857142855,1.0,0,0.003769840309792159
DN6 Route (Tirișneag),0.2,1.0,0.0,1.0,0.13,0.0,0.13,0.2,0.0,0.2,,0.2,,100.0,0.13,,0.65,1.0,0,0.0036948746392964915
35А-001;М-17 Route (Plodovoye),0.22,1.0,0.0,1.0,0.09,0.0,0.09,0.22,0.0,0.22,,0.22,,100.0,0.09,,0.40909090909090906,1.0,0,0.0036503355430317136
